col0,col1
4016,4016
3640,3640
1347,1347
7074,7074
4325,4325
2304,2304
6955,6955
1010,1010
190,190
1348,1348
8401,8401
1936,1936
7032,7032
2513,2513
6032,6032
8650,4925
1427,1427
7854,7854
5288,5288
8041,8041
4128,4128
5101,5101
907,907
5544,3197
3164,555
5112,5112
3709,3709
2971,2971
2619,2619
6607,6607
5068,5068
2090,2623
6919,6919
5662,5662
5841,5871
3480,7968
2215,2215
6210,6210
8074,8074
1251,1251
8114,8114
6325,6325
7865,1732
6966,6966
1516,1516
3127,3127
1138,1138
4826,4826
1781,1781
5971,5971
818,3859
7116,7116
2940,2940
8322,8322
5840,5840
1037,1037
7397,7397
4810,363
2971,2971
5015,6792
6647,6647
7737,7737
4003,4003
2025,2025
6699,6699
2448,2448
4164,8009
8226,8226
4905,4905
1417,1417
5583,5583
3291,3291
8871,8871
2675,2675
7757,4160
2068,2068
2579,2579
7396,7396
5292,5292
8144,8144
9822,5015
2821,2821
3113,5559
4698,4698
7155,7155
2889,2889
849,849
6320,2654
7301,7301
4902,4902
9963,9963
5269,5269
6176,4480
2875,885
6619,6619
2759,2759
6163,6163
1959,1959
2491,9730
2348,2348
5665,5665
8579,8579
8071,8071
3626,3626
8176,8176
7867,7867
6720,6720
198,1335
2370,4002
7281,8652
9508,9508
2827,2827
4984,4984
1203,1203
1923,1923
1111,1111
7643,8574
725,725
5619,5619
1794,1794
3207,3207
6035,6035
4172,4172
34,34
7631,8905
6760,8135
4507,4507
466,466
3536,4078
3792,2698
1738,1738
5928,5928
1506,1506
5637,5637
1267,1267
3367,3367
5929,5929
9694,9694
5420,3098
502,502
146,146
5257,5257
422,422
8229,8229
5575,3886
3332,3332
5890,5890
2970,2970
7280,7280
4637,4637
2312,2312
8461,8461
1441,1441
9611,9611
9455,9455
1350,1350
8429,8429
6469,405
8973,8973
6189,2601
7004,7004
4681,4681
4145,4145
7002,7002
7754,7754
2272,2272
2980,2980
5474,5474
8166,9676
1151,1151
2005,6526
1194,1194
4627,4627
2038,2038
2893,1672
9126,9126
2661,2661
8841,8841
3339,3339
5601,5601
8557,8557
2005,1285
4176,4176
6936,6936
2300,2300
5532,5532
1338,1338
501,501
3443,3443
8376,8376
2123,28
3302,3302
6736,6736
3815,3815
8877,6430
2565,2565
720,720
6724,6724
9243,9243
1592,1592
5339,5339
6171,6171
1761,56
6666,6666
7427,7427
8223,8223
4952,4952
3626,3626
7992,7992
5110,5110
3551,2099
3705,2817
3855,1464
7375,1232
800,800
5745,5745
3806,8221
4508,2545
8447,8447
4858,220
4657,4657
4718,5513
9630,9630
1060,1619
5148,5148
2614,5786
8040,8040
8800,8800
7324,7324
3637,3637
7342,7342
501,501
1591,1591
5380,5380
4119,4119
986,3298
9455,1015
8176,8176
4872,4872
6771,6771
1392,1392
6757,6757
6262,6262
6750,8250
6568,6568
6631,6631
1399,5094
4183,8381
3594,4275
131,8447
2796,2796
5990,759
9198,5761
294,2878
5444,5444
2075,2075
904,904
4209,4209
783,783
39,39
6430,6430
7991,7991
8781,8781
7685,7685
564,7445
4389,4389
8791,8791
4855,4855
1576,1576
2902,2902
8005,8005
3632,3632
3371,3371
4030,4030
2129,335
4152,4608
4183,4183
2418,2418
4099,6667
2789,149
3416,7230
4134,4134
115,115
3841,3841
8159,3326
6389,6389
6039,6039
2162,2162
135,135
1431,1431
3287,3287
1544,733
1628,1628
3579,3579
2392,4108
1339,8556
8638,8638
531,531
5367,8278
772,772
3640,1261
3271,3271
2857,2857
2709,9940
4669,4669
7281,9149
5472,5472
2420,2420
5846,5846
3718,3718
9945,9945
4083,4083
3819,3819
6571,6571
7022,7022
9530,9530
2360,2360
5464,4049
8017,8017
2762,2762
6174,6174
1043,1043
5051,5051
9145,9145
511,9062
537,9625
2440,5166
4908,4908
8446,8446
7007,7007
3127,484
8427,2250
9053,9053
73,73
1859,5621
7631,7631
3869,3869
2404,8642
1659,1659
1810,1810
7674,7674
8455,8455
9087,9087
3332,3332
1914,1914
7079,8115
70,70
72,72
4666,4666
4925,4925
1788,1788
7233,7233
5334,5334
3249,3249
9072,9072
4973,4973
1688,1688
8033,8033
3976,3976
3496,3496
4191,4191
5245,5245
8760,2497
5444,5444
2253,2253
2284,2284
9884,9884
4765,4765
3226,3226
4664,4664
5217,5217
4080,4080
4779,4779
5377,7739
5351,5351
1614,1614
2750,2750
45,45
1493,1493
3369,3369
1058,1058
7781,1373
5578,1729
3247,3247
3127,3127
9787,9787
2095,2095
5279,5645
3107,3107
1495,1495
2590,2590
2259,2259
6072,6072
9365,9365
3986,3986
9119,9119
3718,3718
121,121
5703,5703
7084,5668
5884,5884
4713,4713
451,451
4589,4589
899,899
4860,4860
2428,2428
6557,6557
8984,8984
2502,2502
1387,1387
3520,3520
631,631
5371,5371
7035,7035
4532,4532
6265,1697
1565,1565
2589,2589
5403,5403
3073,3073
9606,9606
5868,5868
1488,1488
2838,2838
1917,1917
1366,1366
4310,4310
2409,2409
270,270
9194,9194
270,270
1119,1119
6742,6742
1915,3185
5296,2559
2171,2171
4144,4144
4150,4150
1145,1145
4222,4222
280,280
9794,9794
5563,5563
3349,3349
5093,5093
237,6449
194,194
2374,1872
6372,6372
5151,5151
4062,4518
8489,8489
73,7698
9410,9410
4761,6220
1891,9754
1533,1533
177,177
6492,6492
4582,4582
5496,5496
1239,1239
4673,4673
5804,5804
1061,1061
564,564
9252,9252
135,135
8899,8899
9806,2435
7931,7931
1107,1107
3206,3206
3222,3222
6706,6706
3537,6547
4897,6024
3269,3610
7108,7108
3458,3458
5744,5744
356,356
4708,4708
9449,9449
4392,4969
3840,3840
7182,7182
1622,1622
185,185
6239,6239
3026,4691
1483,1483
1146,1146
2802,2802
4345,4355
3922,3922
217,217
154,154
6936,6936
897,897
3143,38
3521,3521
9073,8949
1607,1607
452,452
7224,1305
3328,1018
7434,7434
3464,3464
3570,3570
4309,4309
254,254
8,7584
4102,7385
238,238
4977,4977
8168,8168
4199,4199
5893,5893
5641,5641
473,473
6348,6348
2334,1708
2051,2051
9569,9569
5175,5175
9404,9404
4107,4107
8069,8069
9458,9458
7651,7651
105,6613
8376,8376
1729,1729
8929,8929
5983,5983
266,266
1129,1129
2739,2739
5900,5900
1325,1325
2154,2154
501,501
1364,1364
6215,6215
9831,9831
7275,7275
1643,1643
2472,2472
1140,1140
3975,3975
4431,4431
2298,2298
3337,3337
4337,4337
3722,3722
2582,2582
1519,1519
3578,3578
3208,3208
1467,1467
8168,8168
2814,2814
4409,8387
6503,6503
509,509
4504,4504
3783,3783
216,9740
3246,3246
4476,4476
3013,532
8973,8973
5191,5191
1,9089
2976,6849
3926,3926
3460,3460
1842,1842
7577,5937
6752,6752
6841,6841
8153,8153
222,222
9928,9928
5758,5758
1729,1729
619,619
3672,3672
872,9439
6,6
6191,6191
5506,5506
6892,8005
4998,4998
3552,3552
7618,7618
1194,1194
1583,1583
5911,9458
7183,7183
2041,4658
8278,8278
2596,2596
3358,3358
1066,1066
4395,4395
4307,8608
6465,6465
7109,551
9110,8891
474,474
64,64
6802,6802
6107,6107
407,407
2116,2116
3783,3783
9737,9737
7332,7332
934,934
5734,5734
7557,7557
1549,1549
952,952
6052,6052
3234,7304
721,721
4761,4761
9510,6981
5720,8632
5044,9575
3191,3191
826,826
8628,8628
186,186
2890,2890
1525,1525
262,7821
6710,6710
436,436
5328,5328
1842,1842
1229,5817
8429,8429
1490,1490
9984,9984
136,136
7399,4306
7909,7909
2710,2710
764,7185
824,824
5117,5117
6529,6529
6835,5402
9706,9706
880,880
1034,1034
1198,1198
5309,50
6674,6674
6479,6859
5310,5310
3965,3965
1148,5739
548,548
8340,8340
3345,3345
5379,5379
8867,536
2834,4730
5823,6438
1846,9786
5975,5975
8230,8230
4988,4988
452,452
4677,4677
8205,8205
3482,3482
1087,1087
832,551
2092,40
2355,2355
6668,6668
9444,9444
3746,3746
4172,3292
4575,4575
1221,1221
1691,1691
438,5936
9067,9067
4572,4572
1577,1577
2228,2228
214,3599
854,7365
2161,2161
1866,1866
7541,7541
173,173
3970,3970
3633,3633
4884,4884
1991,1991
6344,6344
7436,7436
2855,2855
7409,7409
3393,3393
2727,2727
3093,3093
3966,3966
749,749
6061,6061
9087,9087
4943,1125
1704,1704
1775,1775
4235,9983
3820,1641
7071,7071
6730,6730
910,910
5854,5854
4626,5818
6796,6796
4917,4917
7321,8243
6174,6174
5581,4301
1665,1665
1668,1668
4683,7470
2765,2765
8854,8854
4474,4474
6638,6638
4994,4994
763,763
4359,4359
7690,7690
5942,5942
3133,3133
986,986
3269,4498
5273,862
4203,4203
1780,1780
9532,9532
8566,8566
8128,8128
1446,1446
4016,4016
3060,7183
8695,8695
5086,5086
8685,4099
3990,3990
7127,7127
5339,5339
2178,2178
4600,4600
2340,2340
7339,7339
990,3891
1355,1355
2487,2487
7832,4218
7596,7596
2382,3661
2497,2497
5251,5251
5360,9587
90,90
2630,2630
8085,8085
8602,8602
5959,5959
2441,2441
3011,3011
8552,8552
4518,9547
7478,7478
6105,6105
7376,7156
4269,4269
9410,9410
1984,1984
5472,5472
5462,2753
3697,3697
4798,4798
774,774
6010,6010
659,659
4297,4297
8358,8358
5064,5064
1156,1156
8995,8995
7313,7313
6204,6204
7132,7132
3659,6402
6526,6526
7227,478
5835,5835
6853,6853
81,2596
9266,4644
6978,6978
6576,6576
9238,1949
8682,8682
3286,3286
5762,5926
1416,1416
6737,6737
9944,883
5687,5687
5031,5031
4994,4994
4606,4606
2631,2631
2062,2062
9153,9153
3160,3160
2323,2323
6643,7878
254,254
4013,3953
5768,5768
667,667
4755,4755
8638,789
6844,6844
6517,6517
801,801
5528,5528
5868,5868
3348,3348
4862,4709
9284,9284
6871,6871
8958,8958
6477,6477
1434,3003
3261,3261
9918,9918
2976,2976
7739,1360
2080,2080
1709,4328
4248,4248
7306,7306
3231,1426
1397,1397
435,435
6133,6133
6187,6187
4888,7137
6906,6906
3382,3382
1370,6983
7778,7778
5507,5507
24,9139
1190,105
547,547
2426,8773
3311,3311
4799,4799
882,882
3701,3794
9859,9859
4718,4718
5290,5290
1707,1707
3307,3307
4571,4571
3058,3849
1679,1679
6919,6919
1049,1049
6093,6093
4655,4655
247,3518
4442,4442
7190,7190
2313,2313
406,406
1697,1697
3187,3187
2760,2760
9499,9499
5787,5787
9744,9744
3669,3669
126,126
67,67
4788,2952
2447,2447
949,3807
1426,3004
3087,2795
2611,170
6350,6350
1498,8986
4405,4405
5968,5968
7649,7649
8885,8885
2341,2341
6906,6906
1600,5709
8281,8281
220,220
8409,8409
9750,9750
8670,1063
6899,6899
49,2039
4849,7373
5135,5135
5988,5988
2707,2707
3979,3979
3025,3025
335,335
2960,2960
5457,5457
9152,9152
2909,2909
3980,3980
9337,9337
904,9914
6281,6281
9856,9856
8214,8214
3300,3300
4064,7444
5140,5140
3046,3046
886,886
2713,2713
6824,2470
5064,5064
2862,2862
7018,7018
1644,1644
3274,906
3405,3405
4013,464
8701,8701
178,178
1090,439
4891,5360
8432,8432
27,27
2262,2262
9915,9915
3477,3477
6133,6133
5628,5628
1591,1126
3622,3622
5440,5440
2889,2889
2064,2064
1031,1031
3297,3297
662,662
2573,2573
1960,1960
6300,6300
1103,1103
4088,4088
2025,2025
6562,8778
4721,4721
3048,882
935,4659
5304,5304
8783,8783
9341,9821
5246,5246
5657,5971
7726,3049
5049,5049
6493,6493
8070,4409
1912,1912
6383,6383
6410,6410
2139,673
5158,5158
8267,8267
6235,6235
2296,2296
881,881
481,481
3822,6546
3058,3058
6553,6553
6476,6476
4983,4983
1903,1903
1817,1817
1805,1805
422,422
7318,7318
6807,1738
502,502
5677,5677
6041,8552
9334,9334
7379,7379
1650,1650
116,116
2733,2733
2332,2332
8021,4645
272,272
3466,3466
1945,1945
6381,6381
5424,5424
9784,9784
4136,4136
8335,8335
4059,4059
59,59
5044,5044
8889,8889
6742,1564
2534,2534
446,692
8184,8184
6394,8411
1440,1440
6857,6857
1247,1247
3312,3312
941,941
2075,9159
3528,1860
5609,5609
3876,3876
8443,8443
8930,8930
2295,2295
5864,5864
7134,7134
3966,3966
7027,7027
6525,6525
6576,6576
8758,8758
4054,4054
8806,8806
8061,8061
6719,3640
590,590
201,4661
7505,7505
5977,5977
6633,6633
2933,2933
5593,5593
3143,3143
2814,2814
4819,4819
487,487
9622,9622
5564,5564
2604,2604
6176,6176
5731,5731
2131,2131
5230,5230
671,4285
2392,2392
5665,5754
4967,4967
5797,5797
7358,7358
2946,2946
435,435
3698,3698
265,265
551,6665
4710,7844
5311,2101
3075,3075
6445,6445
1546,1546
4747,7700
6194,6194
5907,5907
2662,2662
2931,2931
3109,3109
4405,4405
7311,4939
3834,3834
9617,7499
3301,3301
1267,1267
8865,8865
1361,1361
811,811
4105,4105
3237,3237
9059,9059
4211,4211
204,204
2105,2105
677,4850
1878,353
6094,6094
3546,3546
7073,7073
723,723
875,875
6355,6355
8545,8545
8508,8508
977,977
682,682
6510,6510
6561,1444
6411,6411
2991,2991
693,693
4022,929
4397,4397
6211,6211
5229,9357
2655,2655
6691,6691
5726,1182
6272,6272
482,482
305,305
4035,4035
4126,4126
2075,2075
2204,2204
4458,4458
6516,6516
1483,1483
3159,3159
2407,2407
5058,5058
8169,8169
7822,7822
4601,4601
7499,7499
3848,477
6652,6652
2814,4872
133,133
8664,6866
4633,4633
5206,5206
2886,2886
2545,2545
6759,6759
8324,8324
2331,2331
3522,3522
7755,7755
2578,2578
4006,4006
3353,2848
5962,5962
6074,6074
5303,5303
1058,2866
6435,6435
8086,8086
5692,8306
2247,2247
313,313
2591,2591
2290,2290
4048,4048
119,119
2436,2436
102,7818
994,7669
8467,514
2271,2271
381,9753
1802,1802
1960,1960
2089,6939
4437,4437
6386,6386
2688,1413
1247,1247
2937,2937
524,524
4924,7725
6886,6886
4962,4962
4596,4596
9857,9857
9168,2015
7269,4607
2658,1866
3461,3345
6324,6324
9098,2370
1278,1278
4853,4853
2986,2986
471,471
8318,1353
5651,5651
1567,1567
8972,5803
9447,9447
9189,9189
6373,6373
3030,3030
4263,4263
3945,3945
370,7205
6094,6094
7623,7623
919,919
687,687
5124,5124
4251,4251
6292,6292
7107,7107
6368,6368
6557,6557
820,820
5839,5839
3237,3237
5621,5621
2900,2900
3142,4396
4369,2335
429,429
4120,4120
764,2430
2249,2249
663,663
3449,1259
5215,5215
3409,3409
1354,3515
3054,3054
146,146
2108,2108
988,988
4815,4815
103,3092
3968,3968
111,7745
3624,3624
3066,3066
633,633
1400,1400
5256,5256
1319,1319
4628,4628
7428,7428
9104,9104
6971,4657
8619,8619
6230,6230
2312,2312
3013,3013
6625,6625
1862,1862
1610,1610
2040,2040
1512,5038
5318,5318
8155,8155
184,184
1602,6312
3002,3002
8851,8851
1938,1938
7679,7679
521,521
2552,7750
1023,9829
58,58
2755,2755
4945,4945
8147,8147
6515,6696
2864,9989
2661,2661
1327,1327
3590,3590
1062,6356
2840,4793
5701,5701
9012,9012
3350,3350
3623,3623
1795,1795
7023,7023
1020,1020
9786,9786
9660,9660
9338,9338
1736,1736
4412,4412
8607,8607
5557,5557
4739,4739
359,8050
9188,9188
9268,9268
4966,4966
1632,1632
4814,1553
3405,3405
3,3276
5784,5784
5968,5968
60,60
4922,1253
3287,7997
2825,636
6177,6177
1805,552
5827,5827
4121,4121
6407,6407
7857,7857
9083,9083
7953,7953
4060,4060
5297,5297
2032,2032
7443,7443
4864,137
2029,2029
969,969
5875,5875
9363,9363
7423,848
945,945
4669,3761
776,5433
2185,2185
227,227
3213,3213
3667,3667
1571,1571
3575,3160
3370,3370
5026,5026
1033,1033
1231,1231
1380,1380
6611,6611
1418,1418
2652,2652
2681,2681
8727,8727
2188,2188
344,1275
6032,6032
8113,8113
7979,7979
3132,7432
6690,1715
1285,1285
9580,9580
8880,8880
3592,3592
3523,3523
5375,8338
6223,6223
7786,7786
1877,1877
7760,7760
7667,6191
7096,7096
1479,1479
4331,4331
624,624
4887,4887
8915,8915
2915,2915
7663,7663
1870,1870
5606,5606
5255,5255
1860,1860
9028,9028
1676,7881
4134,6818
5960,5960
3427,3427
622,622
7279,7279
5486,5486
9877,3077
5119,5119
5728,5728
9303,9303
8765,8765
7368,7368
3299,3299
6009,6009
537,537
7278,7278
9349,9349
2827,2827
2778,2778
5487,8647
1638,1638
7119,2309
1598,1598
5272,5272
2761,2761
1923,1923
121,121
5264,5264
4911,4911
7966,7966
3937,3937
7234,7234
210,210
9994,9994
4953,4953
4582,4582
5714,2006
4621,4621
2672,2672
5221,5221
1920,1920
5910,5910
9991,9991
1014,5929
250,250
5284,5284
5127,4143
8908,8908
4505,2472
8249,8249
7161,7161
754,754
295,295
1514,5199
8833,622
7748,7748
137,137
9431,9431
7370,3195
1684,9605
7257,7257
513,513
6223,6223
2288,2288
4075,4075
549,549
5036,5036
7841,7639
2297,2297
9252,9252
3730,3730
644,644
8955,8955
874,874
4098,4098
761,761
7639,9153
5994,5994
5707,5707
544,544
3689,3689
1443,1443
709,709
4569,4569
188,188
5566,5566
361,361
5314,5314
4192,4192
186,186
6289,395
7408,7408
2806,2806
3647,3647
6567,8259
8106,8106
8000,6758
6180,2782
8649,3817
1627,5218
3691,3691
5996,6091
1776,1776
7116,7116
7580,7580
3739,3739
7109,7109
5646,977
7118,7118
5700,5700
6886,6886
1344,1344
7134,7134
9952,9952
7745,7745
336,4515
3570,5600
8835,8835
40,40
3538,3538
3128,622
8028,8028
5515,5515
4662,4662
8602,8602
1920,1920
3448,3448
922,922
4779,4779
4270,4270
630,630
6455,6455
7211,7211
7997,9565
1446,1446
98,5808
6015,6015
9641,9641
1526,429
2487,2679
3281,3281
2144,2144
1097,1097
3659,3659
1231,1231
229,229
3123,3123
2718,2718
6360,6360
972,972
7060,2947
1845,1845
2658,2658
1648,1648
2782,2782
3929,3929
3162,3162
3509,3509
237,237
3817,3817
4553,2550
6646,8974
3360,1115
5527,5527
7195,7195
8554,8554
1148,1148
456,4797
628,628
4394,4394
832,832
5159,5159
8422,8422
6455,6455
8790,8790
3022,3022
2926,2926
8618,8097
1904,1904
1386,1386
9778,9778
1787,1787
6469,6469
4175,5186
8982,5433
8960,8960
1905,1905
929,929
6305,6305
9670,9670
4720,4720
7327,7327
5074,5488
7085,7085
7402,7402
9949,9949
5759,5759
1744,1744
3288,3288
2415,7968
8829,8829
1772,1772
6825,6825
3964,3964
3591,3591
2286,2286
1392,1392
184,184
19,19
1097,1097
3424,3424
931,931
8435,8435
8775,8775
8011,8011
873,7308
1552,6809
9846,9846
1852,1852
4524,4524
9741,9741
1184,1184
8176,8176
1711,1711
8156,8156
2572,7035
2865,2865
9728,9728
4820,1883
1697,1697
90,90
6634,6634
7076,7076
8203,8203
6592,5632
5430,5430
7071,7071
4057,4057
9415,9415
2460,2460
5310,5310
9008,6509
3235,3235
4507,4507
2229,2229
738,738
107,6157
6437,6437
6666,6666
4672,1709
7887,7887
60,1867
1737,1737
5515,5515
4554,4554
4142,955
6348,7456
8620,8620
3613,3613
2260,2260
2514,2514
4286,4286
5552,5552
8477,8477
4809,4809
628,628
4889,4889
1174,1174
9527,9527
7,7
3838,3838
2465,2465
2476,4791
6127,273
449,449
4740,4740
6208,6208
5671,5671
3868,3868
4823,1999
95,95
1265,1265
7267,7267
8817,8817
3598,5813
7074,7617
6739,6088
2067,2067
5948,5948
2591,2591
7485,7485
9314,2005
6605,6605
8200,8200
4326,7014
969,969
291,291
962,8567
5806,5538
5122,652
4756,6556
1159,885
4387,4387
7799,7799
3676,6931
2042,2042
4097,4097
1158,1158
3024,3511
7030,7030
259,171
759,5143
1400,1400
2959,2959
5382,5382
2903,5861
976,976
9949,9949
841,841
2150,2150
3982,3982
2927,2927
2006,7961
492,492
5253,5253
160,160
2161,2161
1884,1884
2758,2701
629,629
9519,9519
8299,8299
2274,2274
3912,3912
1054,1054
4995,4995
629,629
6509,3398
7364,8311
4286,9436
5117,5117
2689,696
4,4
7378,7378
3435,3435
4569,4569
128,128
732,732
6495,245
4383,2126
1316,2781
4991,4991
4790,4790
1267,1267
2497,2497
3359,3359
6110,6110
131,131
4972,4972
5628,5628
8013,8013
9926,9926
5954,5954
5819,5819
278,278
8123,8123
3145,3145
7373,7373
4320,4320
3670,3670
7556,7556
8331,8331
5731,5731
6266,6266
2055,2055
7717,4901
1977,1977
2567,2567
63,63
5860,5860
2863,2863
596,596
9582,9582
3525,3525
6951,6951
7476,7476
5457,5457
2281,2281
11,11
2353,2353
521,521
4890,4890
4970,4970
2964,2172
2030,2877
5916,5916
8433,7766
9228,9228
7337,7337
2548,2548
3395,36
7963,5956
7325,7325
5991,5991
521,521
3396,3396
5990,9875
1237,6569
6865,6865
7906,1589
1109,1109
5061,5061
3989,3989
1743,1743
5424,5424
6432,6432
8679,8679
8314,8632
3698,3698
3077,3077
4016,8525
1532,1532
496,5121
8254,809
1763,1763
3188,3188
5022,5022
4084,4084
3510,3510
5837,5837
7748,7748
7391,7391
4257,4257
8850,533
6606,6606
2475,2475
1335,1335
7327,7327
2898,2898
5270,7924
2710,2710
4077,4077
4188,4188
7236,7236
7886,7886
1028,1028
4880,4880
9316,9316
3648,3648
2860,4582
3369,3369
4070,7369
8119,2415
8930,8930
7564,7564
1293,1293
2705,2705
828,828
1738,1738
2587,2587
1306,7899
4972,4972
665,665
6218,6218
2771,2771
5015,5015
5035,5035
1417,1417
2357,2357
3184,3184
7133,2701
2149,2055
6249,6249
767,767
7162,7162
7124,1738
2919,2919
2201,255
4465,5640
2398,2398
6511,6511
4034,4034
7950,6461
2015,2015
4327,4327
6753,6753
1555,3427
7789,5020
9021,9021
2125,2125
5785,5785
9714,9714
996,996
3211,3211
6239,6239
3011,3975
5588,5588
3663,7856
8126,8126
320,320
8419,8419
2404,2069
774,774
5401,5401
17,17
2427,2427
6463,3902
4366,4366
2886,2886
5289,5289
9088,9088
7046,7046
8355,8046
4976,4976
3842,3842
6274,6274
4866,4866
4693,2922
4845,3062
8481,8481
4060,4060
9346,9346
3680,3680
5955,5955
9938,9938
624,624
9371,9371
4306,4306
4395,4395
4666,4666
8799,8799
1677,1677
8751,8751
5595,5595
4436,3316
1847,1847
490,490
4778,4778
4826,252
1678,1678
802,802
3394,3394
2114,2114
2077,2077
4302,4302
3441,3441
3560,3560
1649,7603
3576,3576
4221,4221
8152,8152
6190,5436
7901,7901
3562,5378
2926,2926
7280,7280
2530,2530
183,183
3458,7262
6534,6534
8678,8678
729,6591
9869,9869
8050,2396
1740,1740
5040,5040
6741,2629
1929,1929
8834,8834
1434,1434
8712,8712
2944,2944
5775,5775
5779,5779
4100,4100
7308,7308
4106,4106
7049,7755
3129,3129
4966,4966
7555,1490
3707,3707
477,477
4002,423
3570,3570
4208,4208
4222,4222
7253,6054
6098,6098
3400,3400
8204,8204
7482,7482
1097,1097
8268,8268
5380,5380
6419,6419
5600,5600
1895,1895
6096,6096
9764,9764
3681,3681
9383,9383
5144,5144
6434,6434
2926,2926
5318,5318
768,768
2029,2029
6333,5691
1229,7341
617,617
5962,5962
3859,3859
9667,9667
9185,9185
6896,6896
3583,3583
6006,6006
7029,7029
8545,7900
6409,6409
5253,5253
3708,3708
8943,8943
1133,1133
3094,3094
2600,1097
5433,5433
7208,7208
2480,2480
2221,2221
9254,9254
9527,9527
5545,5545
4948,4948
153,153
4766,4766
2420,2420
5010,5010
2219,2219
8626,6358
3951,3951
2309,5198
1237,5205
8230,8230
4948,4948
3125,3125
8860,8860
1812,1812
5743,5743
9597,8289
1432,1432
2100,2100
1410,1410
9551,9551
2493,2493
1500,1500
6517,6517
5218,7710
1269,3083
3534,3534
9589,9589
4908,4908
503,7470
2521,2521
4556,4556
9481,9481
3296,6034
1246,5023
1203,1203
3449,2468
922,922
6315,6315
9018,9018
2773,2773
3720,3720
3483,3483
5028,7195
6406,2511
1734,1734
769,769
5669,5669
8209,6622
185,185
7915,7915
6511,6511
6099,6099
3788,3788
5857,5857
4865,1451
885,9198
8647,8647
9474,9474
3658,3658
7787,7787
6093,1489
7267,7267
7752,7621
9715,9715
2007,2007
4906,4906
3607,3607
4813,4813
9243,9243
3705,2908
4553,4553
1494,1494
9406,9406
9340,9340
5393,5393
6134,6134
8366,8366
4604,4604
534,8197
8997,8997
926,4636
904,8157
3091,3091
2348,2348
9116,9116
4873,4873
2471,2471
90,90
2588,2588
2903,2903
2570,6409
6932,3977
1953,1953
1631,1631
7375,7375
4796,4796
9255,9255
6774,6774
2154,2154
6932,1742
1810,1810
4193,4193
1815,1815
3101,3101
7669,7669
8080,8080
7348,7348
3742,3742
4828,4828
1409,1409
7857,4607
1092,1092
3910,3910
4826,3786
6943,9526
4085,4085
342,342
1554,1554
5296,5296
5965,5965
3994,3994
2265,2265
627,627
1714,1714
7335,7335
4729,4729
5524,5524
9025,9025
5464,5464
4,4
4126,5590
3300,3300
2611,2611
9152,9152
7220,7220
5482,5482
7972,7972
1320,1320
3181,3181
3766,4790
8693,8693
6769,6769
6084,6084
1174,1174
2521,2127
3018,3018
5330,3835
3850,3850
8551,8551
9435,9435
6430,6430
6330,6330
3380,3380
8864,9030
4535,4535
2122,2122
9478,9478
4458,4458
5278,5278
5745,5745
8177,8177
1552,1552
1218,4365
339,339
7147,2397
6937,7186
658,658
2244,2244
3110,3110
3057,3057
880,880
1764,1764
7568,7568
9273,9273
2291,2291
1478,1478
9838,9838
5523,5523
7421,4138
8517,8517
6108,7241
9019,9019
7666,7666
2709,2709
4577,4577
4547,4547
5462,5462
2739,2739
645,645
161,4693
4085,4085
7619,7619
1764,1764
3414,4112
3014,3014
9503,9503
6646,6646
4272,4272
1557,1557
9584,2874
8219,8219
6874,6874
4029,4029
5015,5015
6365,6365
4716,4716
1049,5540
3369,3369
2648,2648
6620,6620
1153,1153
4566,4566
6870,6870
4570,4570
925,9082
7301,7301
6753,6753
930,930
221,6396
619,7974
5479,5479
5432,5432
4619,4619
631,631
9526,9526
2400,2400
1618,9624
6443,9828
2963,2963
6254,6254
4235,4235
9682,1676
9810,1134
8726,8726
963,3887
983,983
7970,7970
9222,9222
655,655
6636,6636
3562,3562
637,637
1683,5563
1774,2904
7050,7050
6981,6981
4181,7033
7989,7989
9629,9629
226,226
5824,5824
6837,3304
3698,3698
1813,1813
6306,6306
9358,9358
4296,8187
7052,7052
2441,2441
9007,9007
6779,6779
3459,3459
1091,1091
2495,2495
3881,3793
2977,2977
256,256
5922,5922
4648,4648
1581,2880
9670,9670
1168,1168
1429,1429
2685,2685
1327,1327
489,489
3939,3939
5208,5208
3677,3677
8398,8398
4735,4735
1183,9085
3201,3201
386,386
505,505
3165,3165
461,461
5982,5982
7638,7638
6793,6202
9661,9661
4770,4770
6521,6521
6524,6524
6352,5133
6116,6116
6385,6385
694,3685
8545,8545
7173,7173
8839,8839
6270,372
5760,5760
940,7656
1196,1196
9323,5594
7014,7014
3788,6022
1137,1137
203,203
403,403
1054,1054
3659,3659
418,418
7030,6345
3792,3792
619,619
6128,6128
7096,7096
3297,3297
6453,6453
8010,8010
8493,9903
1191,6495
4418,224
2500,2500
2216,2216
5635,5635
5768,6569
7768,7768
1696,1696
3430,3430
1507,5006
2079,2079
9567,9567
904,904
9300,9300
489,489
3058,3058
7350,7350
1916,1916
8542,8542
9203,9203
6216,6216
4876,4876
8906,8906
6573,9045
224,224
2432,2432
3854,3854
8521,8521
1882,1882
687,687
2007,1558
6617,6617
9672,9672
1440,1440
3533,3533
282,282
7117,7119
1465,1465
5708,5708
1745,1745
2690,2690
1214,1214
8703,8703
8695,8695
8045,8045
4672,4672
8040,1478
653,388
3113,3113
1878,1878
2625,2625
635,635
7573,7573
1219,1219
3521,3521
477,477
3155,3155
6347,7231
9199,9199
7850,7850
3007,9660
9277,9277
614,614
5826,5826
4080,4080
310,310
7177,7177
